title,soldprice,link,solddate,bids
2023 Donruss Rickey Henderson Holo Purple Parallel Card #189,1.89,https://www.ebay.com/itm/155704546058?hash=item2440b6d30a:g:--8AAOSwDh1kznDv&amdata=enc%3AAQAIAAAAwMB%2BRyPqc2c%2BLAQqrOIJnatOSLWvLOGR55EaQGP5aGg23XaE5Z4KPJRPit2MEhJk5L6A5WmVSfM3rzWIf0%2BoBG1ZEBwdOitT%2FhLzPj7GhO1XMJcZU9zYJDelX7ViI3XvnbNyl6yeZwfNyCCqgILUtY0AZDOXXRr7ovoioc3aVL0ZEj92oo1ko4rJ98KEmsWF5gKkYDq5whoqE%2F4E%2B8F%2B%2FPHwYjOjxB64muTU1re8yjyHXOkBKaxjo%2FyXXNlkHAXKtw%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
1980 Topps Baseball #482 Hall of Famer Rickey Henderson Rookie Card - NICE CARD!,49.99,https://www.ebay.com/itm/266367736688?epid=11055876351&hash=item3e04c11b70:g:46MAAOSwOFFky-q5&amdata=enc%3AAQAIAAAAwNmPWRgzQCCHLQjhCtwyogiPSam2QkoAzX4wW9JIOq%2BEoOQSIcuzW4mR%2F2mV1DyIx9ghqnExz66oa1DAwUnVW6bVyY1OOcrlzVHt3c7oyCki2uzwxokA5wDOmWWRB0X91GzwVJAfpW7FHEl4yP8w4ip%2FHNC1B%2FFySHi2IABxwdbLwptbssL%2B0s8U%2BJDlIsDt5yvOu4GfAgMeyHFRRXRBUq%2FFYXjn2id4VRBW%2BnNVTF9D0rGxwSIiTTMRomBfccE9kw%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
"2001 Topps HOME TEAM ADVANTAGE ""Mariners Sweep Sox!"" Rickey Henderson #403 ⚾",3.00,https://www.ebay.com/itm/314731254776?epid=16055909169&hash=item494771d3f8:g:tNwAAOSwJgJkrzd4&amdata=enc%3AAQAIAAAAwBOuhn%2FipY0455pdtDAo3lkr6ok9cUmVCYqQMte6GqRuovCsKYO8UZAIr0m%2FmktMb3T04CFjH%2F%2B4neZLVCCADLfw4T2J5vsXGQXv3Ervj35hFjvsKpCm%2BSgqqjrHLI9EM1NZwypacEIvRDuGlGFLo7WuM38siZUGveQacUPrz0GGHgna4G3XIiaVyjqftmC2x9xaGRvXcKHwnHnfDZSy8zRv%2Bg0JJ%2BStgAAv3Muq333S%2FAFw%2BSta6fl%2FcBAvMre81w%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
1981 Topps Rickey Henderson # 261,2.25,https://www.ebay.com/itm/386087969936?epid=9055906756&hash=item59e4a2e490:g:~X4AAOSwmOVk8mWO&amdata=enc%3AAQAIAAAAwKv47K32ySq%2FJumwWTRLK4uhbmAkDoxsgnvTxIk1IpNA%2By9SrxLLlVVJgClpotq7Z4j%2FVuDfya86w7cAirGQnBCj4WTNJhZhMAuRBrOuVUmm3NLTd3icSuvobsQWp6eAfiKOFmLjRIC4Ctz0xPkWoMOgKgKyZIvY1M1ersufl1gfGUmQCuWowPJ92qPz2QifgjjTLj23ntxaCiYmSurUZcJMLJcMD8tQOjEjihtOU1Pnfz%2BKT%2FYhUHe87MiBux43qw%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",3 bids
New Listing2020 Topps Rickey Henderson Autograph Gold /50 #85A-RHE Athletics,189.99,https://www.ebay.com/itm/225763751497?hash=item3490917649:g:XRUAAOSwIX1k-tPK&amdata=enc%3AAQAIAAAA4BBr8jcWMeD9u6PxmyxMNmZMoYLex%2BmL5v1v5wXoNN19LjK1kpal9GvscV7%2B5vpi4hQwNmHYk6HGXsU%2Fr4sQKUTimwQil1SDZxz2s1HwXHXx1uPRP9CxFCpx3BfXKdntJkXXEzl72GYiWcMqcuBm6JkLtMxKhp200mPigUuI7VB7ZoWZAfGyG6iCTWHzuQ%2FMIRP9xkDsZWrkuKal%2F9NGgDNZWIUy1b48CToXDlfK6xkc5C9cpbjYcrkijw7wtAARbcutqQxKx17QUaMtKQapG29vH7QG4LDfpNU7ahnckmLo%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
1980 Topps Rickey Henderson ROOKIE CARD #482 PSA 7 NM,101.00,https://www.ebay.com/itm/325796349989?hash=item4bdaf9c825:g:MroAAOSwCP1k8l3e&amdata=enc%3AAQAIAAAAwOMhuvvOgA8MhbsNMW9jLdWijCdhBOzXtD%2BLI%2F5ARPhDOS%2FNfMLZLIq5Syz1u26isQgXkjjWSMGE7GHiN3bUgL4z3fMM%2BwFWp6%2FWhFvb4bq0EiykjSuknfwFtDPxt7nbfidXEr6ILUn0OuFMiEMfWoCife4QV3c9KTVe%2B54LdFsDRozftWimnsdLuRdMCG%2FoexBAyHeJlprm1MhKZbLLEa3rQTu6UfQVyD9Qh8LayIvpyzvjoTdM4PIG2lJ4oO0j9g%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",17 bids
1981 Fleer Rickey Henderson . Oakland Athletics #351,1.99,https://www.ebay.com/itm/175642286441?hash=item28e5189969:g:HZUAAOSwYIJkB5Ih&amdata=enc%3AAQAIAAAAwKnWMoIWIOUKO3mkxdnzZcl6yKrpphPMAvFUn3Bkpgq6RCevn6oPGrssrIoqJ4M48svMII5XWBbwYRUuxI1B3k6qha8vZg5eqrTqU0TukNfDSuvk98V6zl1rZa%2FWS4cCkEHR8kzgkX7mVxl7W0bX98ED03bo1Hc%2FEF1CwlZU%2BXw7Qb9aHv8yt5ARx1j6ikub%2BawquzSnXO%2F7zU%2BKRkzYonVmINTcFG7AHLAAyTHe%2Be9xaVZav%2Faaao6zBHP52oK2ow%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
1984 Topps Tiffany #2 - 1983 Highlight - Rickey Henderson - Athletics - PSA 6,19.99,https://www.ebay.com/itm/256140831903?epid=17055949321&hash=item3ba32eec9f:g:vhkAAOSw4wBksIE6&amdata=enc%3AAQAIAAAAwN5vYCwOAxJzO%2FPVQ2zM1vXpLlWHZLrI2IR8PKJpfq9TLN4dnQKMU0xX4qSV%2BR5DA2GiYfc5STxf9sykSU0JWBLNVgBV%2FPIyDzbpdfH4pkkNDb7we024OY2Nr47PLVXsQxoblukQydC%2BNP7muGw8x6Dkr2nZiYo3%2BoL7xk%2FXEQXcp15qeXGjpQuB6Jmjk7d2Y6YqyYKQvkhMsN%2F6UjFAhhhbCF%2F0cphQAerYErZx9V82W%2BRjpvcE%2B%2Fy4aczZE88ezA%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
2023 Topps Pristine Rickey Henderson Orange #23/25,17.50,https://www.ebay.com/itm/186060143834?hash=item2b520c7cda:g:YGQAAOSwlCtk8lbN&amdata=enc%3AAQAIAAAAwB6yba0NP2bhqjxUvWzcTHEGejIvxc4kcUQOzl0E8uA85a0QTAUWRQY3Cm1xn02Oh%2BNEX4Xe6hYJNiVLdfvX3qnkkTGHd1dTcCoQxVr2GTIdhRc6uo9sIjrkzTwKnWvZVbcLR7sCblqVE8Rejcf9jf6NsDdOj8erD7jWsE6HUVR6qjYq%2BTTgeWY6jOuh1%2BXDR679hIu9VJIqr3bjFtHAvbpA0%2BR0paQYDEqpvB1%2B8SW6AbCOh1hqvVF7Z69C3l%2BYEA%3D%3D%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",5 bids
2022 Topps Series 1 Welcome to the Show Black /299 Rickey Henderson #WTTS-46 HOF,7.00,https://www.ebay.com/itm/125622827195?hash=item1d3fb438bb:g:KzMAAOSw5BdjevTv&amdata=enc%3AAQAIAAAA4EhTxf4FMmU5O77227h9RukxOt1YspTf3913wNmHRcqN%2FY1fqeKwn36pD%2FTeaiXca5XDqezAw2pj%2BSZA0yU0xbOmJH4AQGEbvXbIgkO%2F9OqBsLQGYUBugZGVrJg769TxH4la1IXK71iXyLlWnbaPlU67bZaVeTk72PQSBC3MtWU5AGbSROCkoC4IQwAFwvwWFEIvaFogD7iTqI6IsYxTlNCoC%2B0qdAi5AirwzGl22vM9Hwzn2%2FgUPj11dN6a80lABY%2B1s%2BR9lXk55N0UEdwOgfdnZ3jyeEySLWk2y7XGLo30%7Ctkp%3ABk9SR9Ldz_rOYg,"Sold  Sep 8, 2023",NA
